CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,DollarStoreCount,SnapStoreCount,WalmartCount,Land.Value.1.4.Acre.Lot.Standardized,Land.Value.per.Acre.as.is,Land.Share.of.Property.Value,Lot.Size,Interior.Square.Feet,Property.Value.Standardized,Property.Value.as.is,HPI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,HousingUnits,TotalPopulation,KidsShare,SeniorsShare,WhiteShare,BlackShare,AsianShare,NHOPIShare,AIANShare,OMultirShare,HispanicShare,HUNVShare,SNAPShare,DollarStoreShare,SnapStoreShare,WalmartShare
12031011100,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,6,0,14200,52700,0.152,11810,1390,139100,94300,119.98,803,375,536,2619,19,0,2,50,52,143,321,1439,3092,0.259702457956016,0.121280724450194,0.173350582147477,0.847024579560155,0.00614489003880983,0,6.46830530401035e-4,0.0161707632600259,0.0168175937904269,0.0993745656706046,0.223071577484364,0,0.0019404915912031,0
12031011200,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,2,6,0,12800,49500,0.132,11310,1540,128400,97100,NA,599,503,124,2619,2,0,12,21,23,147,405,1255,3176,0.18860201511335,0.158375314861461,0.0390428211586902,0.824622166246851,6.29722921914358e-4,0,0.00377833753148615,0.00661209068010076,0.00724181360201511,0.117131474103586,0.322709163346614,6.29722921914358e-4,0.00188916876574307,0
12031011300,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,823,441,49,2786,2,1,4,39,35,233,397,1409,2964,0.277665317139001,0.148785425101215,0.016531713900135,0.939946018893387,6.74763832658569e-4,3.37381916329285e-4,0.00134952766531714,0.0131578947368421,0.011808367071525,0.165365507452094,0.281760113555713,0,3.37381916329285e-4,0
12031011400,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,436,610,17,2153,0,0,5,21,19,82,308,983,2243,0.194382523406152,0.271957200178333,0.00757913508693714,0.959875167186803,0,0,0.00222915737851092,0.00936246098974588,0.00847079803834151,0.0834181078331638,0.313326551373347,4.45831475702185e-4,8.91662951404369e-4,0
12031011500,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,2,13,0,8000,33900,0.097,9160,1270,119400,73700,NA,1262,531,139,4004,6,0,9,67,43,580,687,1892,4118,0.306459446333171,0.128946090335114,0.0337542496357455,0.972316658572122,0.0014570179698883,0,0.00218552695483244,0.016270033997086,0.0104419621175328,0.306553911205074,0.363107822410148,4.85672656629432e-4,0.00315687226809131,0
12031011600,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,1,8,0,NA,NA,NA,NA,NA,NA,NA,NA,1052,779,50,3749,0,0,6,45,47,293,507,1743,3668,0.28680479825518,0.212377317339149,0.0136314067611778,1.02208287895311,0,0,0.00163576881134133,0.01226826608506,0.0128135223555071,0.168100975329891,0.290877796901893,2.72628135223555e-4,0.00218102508178844,0
12031011700,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,5,0,20600,52300,0.22,20450,1530,135900,111900,NA,636,326,1845,512,29,0,24,144,120,69,359,1212,2752,0.231104651162791,0.118459302325581,0.670421511627907,0.186046511627907,0.0105377906976744,0,0.00872093023255814,0.0523255813953488,0.0436046511627907,0.0569306930693069,0.296204620462046,0,0.00181686046511628,0
12031011800,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,3,13,0,NA,NA,NA,NA,NA,NA,NA,NA,824,288,1464,1471,15,2,21,148,148,118,302,1313,2938,0.280462899931926,0.0980258679373724,0.498298162014976,0.50068073519401,0.00510551395507148,6.8073519400953e-4,0.00714771953710007,0.0503744043567052,0.0503744043567052,0.0898705255140899,0.23000761614623,0.0010211027910143,0.00442477876106195,0
12031011901,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,3,7,0,19800,46500,0.195,25520,1650,153900,139900,297.87,1997,810,6603,914,97,1,41,273,349,162,437,2926,7643,0.261284835797462,0.105979327489206,0.863927777050896,0.119586549784116,0.0126913515635222,1.308386759126e-4,0.00536438571241659,0.0357189585241397,0.0456626978934973,0.0553656869446343,0.149350649350649,3.92516027737799e-4,9.15870731388198e-4,0
12031011902,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,23700,76500,0.16,14850,1950,157100,162600,233.82,2963,844,6459,2938,553,6,29,633,860,141,307,3781,10899,0.271859803651711,0.0774382970914763,0.592623176438205,0.269566015230755,0.0507385998715479,5.50509221029452e-4,0.00266079456830902,0.0580787228186072,0.0789063216808882,0.0372917217667284,0.0811954509389051,0,0,0
12031011903,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,22300,64400,0.168,18510,1840,164100,162700,255.38,1169,586,3729,941,223,0,20,156,234,0,253,1953,5468,0.213789319678127,0.107168983174835,0.681967812728603,0.172092172640819,0.0407827359180688,0,0.00365764447695684,0.0285296269202634,0.042794440380395,0,0.129544290834613,1.82882223847842e-4,3.65764447695684e-4,0
12031012000,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,11,0,18200,64600,0.167,12730,1480,152800,112800,178.65,1324,693,3253,1380,95,1,26,198,390,114,271,2100,4961,0.266881677081234,0.139689578713969,0.655714573674662,0.278169723845999,0.0191493650473695,2.01572263656521e-4,0.00524087885506954,0.0399113082039911,0.0786131828260431,0.0542857142857143,0.129047619047619,2.01572263656521e-4,0.00221729490022173,0
12031012100,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,10,0,NA,NA,NA,NA,NA,NA,NA,NA,386,188,1006,392,45,0,4,96,149,50,145,652,1844,0.209327548806941,0.101952277657267,0.545553145336226,0.212581344902386,0.0244034707158351,0,0.00216919739696312,0.052060737527115,0.0808026030368763,0.0766871165644172,0.22239263803681,5.42299349240781e-4,0.00542299349240781,0
12031012200,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,20700,82800,0.192,10200,1330,160300,101000,172.49,2061,669,3481,2927,240,8,24,365,365,572,1055,3320,8121,0.253786479497599,0.0823790173623938,0.42864179288265,0.360423593153552,0.0295530107129664,9.85100357098879e-4,0.00295530107129664,0.0449452037926364,0.0449452037926364,0.172289156626506,0.317771084337349,0,0,0
12031012300,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,1,3,0,32100,130600,0.249,10060,1300,198100,121300,217.73,737,393,2408,803,44,5,13,190,199,207,519,1843,3990,0.184711779448622,0.0984962406015038,0.603508771929825,0.20125313283208,0.0110275689223058,0.0012531328320802,0.00325814536340852,0.0476190476190476,0.049874686716792,0.112316874660879,0.281606077048291,2.5062656641604e-4,7.5187969924812e-4,0
12031012400,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,0,25900,108300,0.202,9670,1340,182000,119100,279.21,606,394,2535,220,41,3,9,107,170,28,146,1374,2788,0.217360114777618,0.141319942611191,0.909253945480631,0.078909612625538,0.0147058823529412,0.00107604017216643,0.00322812051649928,0.0383787661406026,0.0609756097560976,0.0203784570596798,0.106259097525473,0,7.17360114777618e-4,0
12031012500,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,2,11,0,21900,82600,0.186,11890,1560,154100,121000,170.13,829,525,2016,1108,209,0,10,169,255,198,433,1855,4143,0.200096548394883,0.126719768283852,0.486603910209993,0.26743905382573,0.0504465363263336,0,0.00241370987207338,0.0407916968380401,0.0615496017378711,0.106738544474394,0.233423180592992,4.82741974414675e-4,0.00265508085928071,0
12031012601,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,6,1,21900,69000,0.174,15850,1820,154400,144000,183.83,675,360,1243,1518,34,0,12,140,139,156,350,1740,3144,0.21469465648855,0.114503816793893,0.395356234096692,0.482824427480916,0.0108142493638677,0,0.00381679389312977,0.044529262086514,0.0442111959287532,0.0896551724137931,0.201149425287356,3.18066157760814e-4,0.00190839694656489,3.18066157760814e-4
12031012602,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,2,9,1,17800,64300,0.165,12300,1480,151500,110000,220.5,1575,663,2255,2986,177,3,21,303,368,164,720,2593,6132,0.256849315068493,0.10812133072407,0.367742987606001,0.486953685583823,0.0288649706457926,4.89236790606654e-4,0.00342465753424658,0.049412915851272,0.0600130463144162,0.0632472040107983,0.277670651754724,3.26157860404436e-4,0.00146771037181996,1.63078930202218e-4
12031012702,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,1,3,0,19900,70000,0.165,12440,1580,153400,120900,156.94,1589,354,3157,1729,185,2,20,354,459,64,408,2236,6139,0.258836944127708,0.0576641146766574,0.514253135689852,0.281641961231471,0.0301352011728295,3.25785958625183e-4,0.00325785958625183,0.0576641146766574,0.0747678775044796,0.0286225402504472,0.182468694096601,1.62892979312592e-4,4.88678937937775e-4,0
12031012703,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,7,0,20000,79200,0.175,10550,1420,159100,109700,220.2,1403,636,3070,1516,320,18,18,293,413,111,243,1978,5520,0.254166666666667,0.115217391304348,0.556159420289855,0.27463768115942,0.0579710144927536,0.00326086956521739,0.00326086956521739,0.0530797101449275,0.0748188405797101,0.0561172901921132,0.122851365015167,0,0.00126811594202899,0
12031012704,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,1,5,0,18700,85800,0.142,7660,1510,146800,106300,160.92,1642,325,1713,2933,311,7,14,411,602,120,479,2314,5559,0.295376866342867,0.0584637524734664,0.308148947652455,0.527612880014391,0.0559453139053787,0.00125921928404389,0.00251843856808779,0.0739341608202914,0.108292858427775,0.0518582541054451,0.207000864304235,1.79888469149128e-4,8.99442345745638e-4,0
12031012800,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,9,1,19500,79200,0.181,10110,1410,151100,101800,173.55,1943,811,3108,2852,385,17,29,534,694,86,499,2685,7228,0.268815716657443,0.112202545655783,0.429994465965689,0.394576646375208,0.0532650802434975,0.00235196458218041,0.00401217487548423,0.0738793580520199,0.0960154952960708,0.0320297951582868,0.18584729981378,1.38350857775318e-4,0.00124515771997786,1.38350857775318e-4
12031012900,Florida,Duval County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,4,0,17400,71500,0.155,10240,1500,149400,108600,177.44,559,385,1673,593,71,0,5,145,157,34,186,1028,2840,0.196830985915493,0.13556338028169,0.589084507042254,0.208802816901408,0.025,0,0.00176056338028169,0.051056338028169,0.0552816901408451,0.0330739299610895,0.180933852140078,0,0.00140845070422535,0
12031013000,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,129300,386700,0.309,18160,2900,307700,521400,360.13,676,526,2544,13,10,1,3,34,56,0,5,1036,2352,0.287414965986395,0.223639455782313,1.08163265306122,0.00552721088435374,0.00425170068027211,4.25170068027211e-4,0.00127551020408163,0.0144557823129252,0.0238095238095238,0,0.00482625482625483,0,0,0
12031013100,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,0,93000,366300,0.348,11590,2010,250100,280400,280.97,495,340,1776,239,26,5,11,88,121,55,65,1058,2157,0.229485396383866,0.157626332869726,0.82336578581363,0.11080203987019,0.0120537783959203,0.00231803430690774,0.00509967547519703,0.0407974038015763,0.0560964302271674,0.0519848771266541,0.0614366729678639,4.63606861381548e-4,0.00231803430690774,0
12031013200,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,395,46,1652,361,54,10,25,209,378,12,55,415,2801,0.141021063905748,0.0164227061763656,0.589789360942521,0.128882541949304,0.0192788289896466,0.00357015351660121,0.00892538379150304,0.0746162084969654,0.134951802927526,0.0289156626506024,0.132530120481928,0,3.57015351660121e-4,0
12031013300,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,24900,104200,0.181,9250,1610,152200,122300,188.15,1911,749,3902,2339,322,24,41,505,647,176,644,3210,7378,0.259013282732448,0.101518026565465,0.528869612361073,0.317023583626999,0.0436432637571157,0.00325291406885335,0.00555706153429114,0.0684467335321225,0.0876931417728382,0.0548286604361371,0.200623052959502,0,0,0
12031013402,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,1,11,0,23700,83300,0.228,12590,1400,148700,105500,209.11,1228,492,3083,1174,93,5,43,374,460,143,613,2232,5137,0.239050029199922,0.0957757445980144,0.600155732918046,0.228538057231847,0.0181039517227954,9.73330737784699e-4,0.00837064434494841,0.0728051391862955,0.0895464278761923,0.0640681003584229,0.274641577060932,1.9466614755694e-4,0.00214132762312634,0
12031013403,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36800,115300,0.253,17280,1970,169800,180700,171.46,717,363,1973,1156,69,0,11,181,246,283,517,1697,3329,0.21537999399219,0.109041754280565,0.592670471613097,0.347251426854911,0.0207269450285371,0,0.00330429558425954,0.0543706818864524,0.0738960648843497,0.166764879198586,0.304655274012964,0,0,0
12031013404,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,2,0,35400,124200,0.255,14490,1650,183700,161800,225.12,682,368,1725,1026,141,6,16,234,321,38,233,1541,3064,0.222584856396867,0.120104438642298,0.56298955613577,0.334856396866841,0.0460182767624021,0.00195822454308094,0.00522193211488251,0.0763707571801567,0.10476501305483,0.0246593121349773,0.151200519143413,0,6.52741514360313e-4,0
12031013502,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,22600,79300,0.186,12880,1510,167000,126100,177.12,966,172,1604,1474,193,1,11,158,319,89,223,1295,3504,0.275684931506849,0.0490867579908676,0.457762557077626,0.420662100456621,0.0550799086757991,2.85388127853881e-4,0.00313926940639269,0.0450913242009132,0.0910388127853881,0.0687258687258687,0.172200772200772,0,0,0
12031013503,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,23300,87500,0.173,10740,1530,166200,124600,241.26,2375,680,4351,3027,402,19,60,590,933,209,744,3441,8639,0.274916078249797,0.0787128139830999,0.503646255353629,0.350387776363005,0.0465331635605973,0.00219932862599838,0.00694524829262646,0.0682949415441602,0.107998610950341,0.0607381575123511,0.216216216216216,0,0,0
12031013504,Florida,Duval County,0,1,0,1,1,0,1,0,1,0,0,0,1,1,8,0,19900,86000,0.156,9140,1500,156700,115500,185.67,1479,611,2625,2402,351,8,24,357,520,145,484,2434,5585,0.264816472694718,0.10940017905103,0.470008952551477,0.430080572963295,0.0628469113697404,0.00143240823634736,0.00429722470904208,0.0639212175470009,0.0931065353625783,0.0595727198027938,0.198849630238291,1.7905102954342e-4,0.00143240823634736,0
12031013521,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,25000,95700,0.173,10410,1670,158200,132500,159.97,3344,984,5272,5011,679,8,49,898,1355,413,1158,5621,12739,0.262500981238716,0.0772431117042154,0.413847240756731,0.393358976371772,0.053300887039799,6.27992778083052e-4,0.00384645576575869,0.0704921893398226,0.106366276787817,0.0734744707347447,0.206013164917275,0,0,0
12031013522,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,22900,78600,0.174,13020,1760,151900,134800,NA,927,200,1684,1130,253,1,20,326,567,27,114,1410,3413,0.271608555523,0.0585994726047466,0.493407559331966,0.331087020216818,0.0741283328450044,2.92997363023733e-4,0.00585994726047466,0.0955171403457369,0.166129504834456,0.0191489361702128,0.0808510638297872,2.92997363023733e-4,8.78992089071198e-4,0
12031013721,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,28000,85000,0.176,15990,2180,149600,177500,NA,2905,532,4697,3104,423,9,44,658,898,170,574,4207,12018,0.241720752205026,0.0442669329339324,0.390830421035114,0.258279247794974,0.0351972041937094,7.48876684972541e-4,0.0036611749043102,0.054751206523548,0.0747212514561491,0.0404088424055146,0.136439267886855,0,0,0
12031013723,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,2,10,0,27200,76800,0.182,17900,1970,156400,173300,164.37,1587,419,3557,1492,206,2,25,410,505,178,459,3475,8459,0.187610828703156,0.049533041730701,0.420498876935808,0.176380186783308,0.0243527603735666,2.36434566733656e-4,0.00295543208417071,0.0484690861803996,0.0596997281002483,0.0512230215827338,0.132086330935252,2.36434566733656e-4,0.00118217283366828,0
12031013726,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,25100,74900,0.186,16050,1710,165500,148300,205.49,2560,621,5710,2113,417,10,30,613,891,121,385,3460,8791,0.291206916164259,0.0706404277101581,0.649527926288249,0.24035945853714,0.0474348765783187,0.00113752701626664,0.00341258104879991,0.0697304060971448,0.101353657149357,0.034971098265896,0.111271676300578,0,0,0
12031013727,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28300,107000,0.18,11180,1770,170500,152400,233.32,1959,658,4670,1833,656,6,25,495,693,9,382,3097,7836,0.25,0.0839714139867279,0.595967330270546,0.233920367534456,0.0837161817253701,7.65696784073507e-4,0.00319040326697295,0.0631699846860643,0.08843797856049,0.00290603810138844,0.12334517274782,0,0,0
12031013800,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,803,31,1840,492,60,2,17,222,356,8,17,712,4183,0.191967487449199,0.00741094907960794,0.439875687305761,0.117618933779584,0.0143437724121444,4.7812574707148e-4,0.00406406885010758,0.0530719579249343,0.0851063829787234,0.0112359550561798,0.023876404494382,0,2.3906287353574e-4,0
12031013901,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,1,3,0,50400,220500,0.27,8500,1420,234400,159200,183.42,896,245,4111,1345,251,30,67,457,731,64,164,1725,5971,0.150058616647128,0.041031652989449,0.688494389549489,0.225255401105342,0.0420365097973539,0.00502428403952437,0.0112209010216044,0.0765365935354212,0.122425054429744,0.0371014492753623,0.0950724637681159,1.67476134650812e-4,5.02428403952437e-4,0
12031013902,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,0,79700,404300,0.31,6670,1380,308300,199400,377.31,1188,444,3202,1196,121,12,33,379,449,249,411,2414,5602,0.212067118886112,0.0792574080685469,0.571581578007854,0.213495180292753,0.0215994287754373,0.00214209210996073,0.005890753302392,0.067654409139593,0.0801499464476973,0.103148301574151,0.170256835128418,1.78507675830061e-4,8.92538379150304e-4,0
12031013904,Florida,Duval County,1,1,1,0,1,1,1,1,1,1,0,0,0,0,3,0,42200,205500,0.258,7320,1310,213600,133900,193.79,1056,330,2921,784,118,28,37,346,420,88,224,2052,4512,0.234042553191489,0.0731382978723404,0.64738475177305,0.173758865248227,0.0261524822695035,0.00620567375886525,0.00820035460992908,0.0766843971631206,0.0930851063829787,0.0428849902534113,0.10916179337232,0,6.64893617021277e-4,0
12031013905,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,420500,1709500,0.516,9470,2460,548300,720400,592.62,737,803,3984,29,54,0,16,73,111,125,11,2364,4057,0.181661326103032,0.19792950456002,0.982006408676362,0.00714813901897954,0.0133103278284447,0,0.00394380083805768,0.0179935913236382,0.0273601183140251,0.0528764805414552,0.00465313028764805,0,2.46487552378605e-4,0
12031013906,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,2,7,0,210400,929400,0.45,8560,1980,397100,406100,506.9,658,1007,3535,178,67,5,19,105,152,135,53,2279,4461,0.147500560412464,0.225734140327281,0.792423223492491,0.0399013674064111,0.0150190540237615,0.00112082492714638,0.00425913472315624,0.023537323470074,0.0340730777852499,0.0592365072400175,0.0232558139534884,4.48329970858552e-4,0.00156915489800493,0
12031014001,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,293400,1097300,0.525,9620,1940,473100,462000,573.57,709,586,4359,54,50,0,20,135,209,68,55,2413,4624,0.15333044982699,0.126730103806228,0.942690311418685,0.0116782006920415,0.0108131487889273,0,0.00432525951557093,0.0291955017301038,0.0451989619377163,0.0281806879403232,0.0227932034811438,0,0.00129757785467128,0
12031014002,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,123400,443400,0.377,12750,2050,327100,344400,420.42,468,313,2297,31,18,2,5,66,69,0,55,1077,2477,0.188938231731934,0.12636253532499,0.927331449333872,0.0125151392813888,0.00726685506661284,8.0742834073476e-4,0.0020185708518369,0.0266451352442471,0.0278562777553492,0,0.0510677808727948,0,8.0742834073476e-4,0
12031014101,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,163400,672900,0.482,9820,1750,362300,314600,514.1,797,591,4170,20,37,4,9,108,139,49,52,1995,4650,0.171397849462366,0.127096774193548,0.896774193548387,0.0043010752688172,0.00795698924731183,8.60215053763441e-4,0.00193548387096774,0.0232258064516129,0.0298924731182796,0.0245614035087719,0.0260651629072682,0,8.60215053763441e-4,0
12031014102,Florida,Duval County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224300,1056100,0.526,7130,1590,423800,328700,506.5,436,409,3652,53,67,1,14,144,226,105,82,2908,4340,0.100460829493088,0.0942396313364055,0.84147465437788,0.0122119815668203,0.0154377880184332,2.30414746543779e-4,0.0032258064516129,0.0331797235023042,0.052073732718894,0.0361072902338377,0.0281980742778542,0,0,0
12031014202,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,202900,1168600,0.43,5060,1620,403700,315300,505.35,532,584,3388,473,78,2,8,180,192,276,334,2868,4569,0.116436857080324,0.127817903261107,0.741518931932589,0.103523746990589,0.0170715692711753,4.37732545414752e-4,0.00175093018165901,0.0393959290873276,0.0420223243598161,0.096234309623431,0.116457461645746,0,0,0
12031014203,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,0,323500,1427700,0.468,8310,2250,482700,582300,542.08,539,634,3939,59,69,1,4,94,173,49,36,2986,4989,0.108037682902385,0.127079575065143,0.78953698135899,0.0118260172379234,0.0138304269392664,2.00440970134295e-4,8.01763880537182e-4,0.0188414511926238,0.0346762878332331,0.0164099129269926,0.0120562625586068,0,0.00100220485067148,0
12031014204,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,159000,619700,0.422,10210,1900,356600,344400,494.5,860,706,4278,227,118,2,16,147,193,55,37,2391,4851,0.177283034425892,0.14553700267986,0.881880024737168,0.0467944753659039,0.0243248814677386,4.12286126571841e-4,0.00329828901257473,0.0303030303030303,0.0397856112141826,0.0230029276453367,0.0154746967795901,2.0614306328592e-4,2.0614306328592e-4,0
12031014311,Florida,Duval County,1,1,1,1,1,1,1,1,1,1,0,0,1,1,12,0,23900,67300,0.22,18530,1460,173000,130300,202.17,1096,474,3208,907,116,1,28,399,654,259,542,2229,5399,0.203000555658455,0.0877940359325801,0.594184108168179,0.167994072976477,0.0214854602704204,1.85219485089831e-4,0.00518614558251528,0.0739025745508427,0.12113354324875,0.116195603409601,0.243158366980709,1.85219485089831e-4,0.00222263382107798,0
12031014312,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,6,0,36800,153500,0.202,9930,1630,210300,173100,274.27,1546,382,3893,1053,688,3,30,571,758,165,309,2821,6167,0.250689151937733,0.0619425976974218,0.631263174963515,0.170747527160694,0.111561537214205,4.86460191341009e-4,0.00486460191341009,0.0925895897519053,0.122912275012162,0.0584898971995746,0.109535625664658,0,9.72920382682017e-4,0
12031014326,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,52000,185800,0.225,12460,1950,232700,236300,317.14,1944,652,5809,738,530,3,22,366,574,35,77,3204,8590,0.226309662398137,0.0759022118742724,0.676251455180442,0.0859138533178114,0.0616996507566938,3.49243306169965e-4,0.00256111757857974,0.0426076833527357,0.0668218859138533,0.0109238451935081,0.0240324594257179,0,0,0
12031014328,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,8,0,37200,149000,0.179,10180,1980,193600,194800,276.32,1556,543,3836,892,643,17,26,350,447,53,38,2717,7192,0.216351501668521,0.0755005561735261,0.533370411568409,0.124026696329255,0.08940489432703,0.00236373748609566,0.00361512791991101,0.0486651835372636,0.0621523915461624,0.0195068089804932,0.013986013986014,0,0.00111234705228031,0
12031014329,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,46000,179300,0.25,10900,1560,233100,179300,260.45,745,230,2305,339,248,2,16,259,337,12,11,1197,3273,0.227619920562175,0.0702719217842958,0.704246868316529,0.103574702108158,0.0757714634891537,6.11060189428659e-4,0.00488848151542927,0.0791322945310113,0.102963641918729,0.0100250626566416,0.00918964076858814,0,9.16590284142988e-4,0
12031014330,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,0,110100,304400,0.309,20680,2880,267800,467500,321.36,972,788,4142,244,159,4,17,115,162,16,25,1829,4948,0.196443007275667,0.159256265157639,0.837105901374293,0.0493128536782538,0.0321341956345998,8.08407437348424e-4,0.0034357316087308,0.0232417138237672,0.0327405012126112,0.00874794969928923,0.0136686714051394,0,6.06305578011318e-4,0
12031014331,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,59400,211400,0.26,12360,1790,252000,230600,294.79,1168,443,3994,224,121,5,43,475,893,115,188,1905,4982,0.234443998394219,0.0889201124046568,0.801686069851465,0.0449618627057407,0.0242874347651546,0.00100361300682457,0.00863107185869129,0.095343235648334,0.179245283018868,0.0603674540682415,0.0986876640419947,0,6.02167804094741e-4,0
12031014332,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,75600,270300,0.274,12620,2050,262300,285800,300.69,1822,705,6704,710,333,14,28,468,681,114,209,4262,8711,0.20916083113305,0.0809321547468718,0.76960165308231,0.0815061416599702,0.0382275284123522,0.00160716335667547,0.00321432671335094,0.0537251750660085,0.0781770175639995,0.0267480056311591,0.0490380103237916,0,0,0
12031014333,Florida,Duval County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,36000,165200,0.185,8040,1700,195300,164500,225.37,624,442,2257,547,94,3,4,136,232,0,63,1414,3554,0.1755768148565,0.124366910523354,0.635059088351154,0.153911086100169,0.0264490714687676,8.4411930219471e-4,0.00112549240292628,0.0382667416994935,0.0652785593697243,0,0.0445544554455446,0,2.8137310073157e-4,0
12031014334,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,45700,161800,0.211,13520,2160,206900,238000,292.21,1197,494,3080,994,248,9,12,208,282,20,92,1798,5031,0.237924865831843,0.0981912144702842,0.612204333134566,0.197575034784337,0.0492943748757702,0.00178890876565295,0.00238521168753727,0.041343669250646,0.0560524746571258,0.0111234705228031,0.0511679644048943,0,3.97535281256211e-4,0
12031014335,Florida,Duval County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,43500,154400,0.212,12860,1950,212600,214600,288.59,2201,525,5723,1120,591,14,27,502,680,45,125,3000,8266,0.266271473505928,0.0635131865473022,0.692354222114687,0.135494797967578,0.0714977014275345,0.00169368497459473,0.00326639245100411,0.0607307040890394,0.0822646987660295,0.015,0.0416666666666667,0,0,0
