CensusTract,State,County,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,DollarStoreCount,DollarStoreBinary,SnapStoreCount,SnapStoreBinary,WalmartCount,WalmartBinary,Land.Value.1.4.Acre.Lot.Standardized,Land.Value.per.Acre.as.is,Land.Share.of.Property.Value,Lot.Size,Interior.Square.Feet,Property.Value.Standardized,Property.Value.as.is,HPI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,HousingUnits,TotalPopulation,ChildShare,SeniorShare,WhiteShare,BlackShare,AsianShare,NHOPIShare,AIANShare,OMultirShare,HispanicShare,HUNVShare,SNAPShare
12011010200,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,94500,439100,0.312,8060,1470,353700,260700,490.25,1079,906,4771,605,98,2,9,578,902,67,325,2963,6462,0.16697616836892604,0.14020427112349118,0.738316310739709,0.09362426493345713,0.015165583410708759,3.0950170225936243e-4,0.001392757660167131,0.08944599195295574,0.13958526771897245,0.022612217347283158,0.10968612892338846
12011010401,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,93800,485000,0.267,6210,1600,341400,259100,545.18,1086,503,3910,414,156,2,5,237,712,103,175,1902,4973,0.2183792479388699,0.10114618942288357,0.7862457269253972,0.08324954755680676,0.03136939473155037,4.021717273275689e-4,0.0010054293183189222,0.04765734968831691,0.14317313492861453,0.054153522607781286,0.09200841219768664
12011010402,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,6,1,0,0,95100,500000,0.302,6380,1480,339100,242100,476.46,421,1584,2942,336,78,0,5,190,452,154,162,2795,3390,0.12418879056047198,0.4672566371681416,0.8678466076696165,0.09911504424778761,0.023008849557522124,0,0.0014749262536873156,0.05604719764011799,0.13333333333333333,0.05509838998211091,0.057960644007155636
12011010407,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,1,1,1,87900,624700,0.241,3260,1340,327300,194000,479.64,693,1291,4479,357,102,1,7,311,762,285,182,2957,5564,0.12455068296189792,0.2320273184759166,0.8049964054636952,0.06416247304097772,0.01833213515456506,1.7972681524083394e-4,0.0012580877066858376,0.055895039539899355,0.13695183321351545,0.0963814677037538,0.06154886709502874
12011010502,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,1,1,102600,343300,0.295,12910,2100,323400,345200,290.58,794,217,2345,314,154,3,2,168,494,77,68,1444,4067,0.1952298991885911,0.05335628227194492,0.576592082616179,0.07720678632898943,0.0378657487091222,7.376444553725104e-4,4.917629702483403e-4,0.04130808950086059,0.12146545365134005,0.05332409972299169,0.04709141274238227
12011010503,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,168900,596800,0.284,12610,3140,376300,608400,226.2,3777,663,9576,631,613,2,15,400,1448,73,18,6201,18939,0.1994297481387613,0.03500712814826548,0.5056233169649929,0.03331749300385448,0.03236707323512329,1.0560219652568773e-4,7.92016473942658e-4,0.02112043930513755,0.07645599028459792,0.011772294791162716,0.002902757619738752
12011010504,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,2,1,0,0,124100,403400,0.293,13270,2390,352000,419000,265.36,1703,417,4645,414,399,1,4,196,760,61,41,2141,6568,0.25928745432399514,0.06348964677222899,0.707216808769793,0.06303288672350792,0.060749086479902556,1.522533495736906e-4,6.090133982947625e-4,0.02984165651644336,0.11571254567600488,0.02849135917795423,0.01914992993928071
12011010601,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,1,1,1,135800,367400,0.313,18620,2680,360700,501700,333.75,2326,897,7103,499,360,1,17,256,1121,266,44,3162,8321,0.27953370989063814,0.1077995433241197,0.8536233625766134,0.05996875375555823,0.043264030765532986,1.2017786323759164e-4,0.002043023675039058,0.03076553298882346,0.13471938468934022,0.08412397216951296,0.013915243516761544
12011010603,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,1,1,113800,488400,0.275,8810,2140,338300,359200,208.67,1410,328,4056,534,357,0,19,247,918,85,83,1743,5450,0.25871559633027524,0.06018348623853211,0.7442201834862385,0.09798165137614678,0.0655045871559633,0,0.0034862385321100917,0.04532110091743119,0.16844036697247705,0.04876649454962708,0.047619047619047616
12011010604,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,110900,424200,0.309,11480,2280,321000,361800,243.91,1113,255,3057,515,175,0,11,312,671,19,145,1437,4449,0.25016857720836144,0.057316250842886045,0.6871207012811867,0.11575634974151494,0.039334681951000226,0,0.0024724657226342997,0.07012811867835468,0.1508204090806923,0.013221990257480862,0.10090466249130133
12011010605,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,113500,358500,0.308,14790,2370,333300,394800,289.56,1763,512,5126,646,439,9,6,289,1085,0,76,2105,7441,0.23693052009138557,0.06880795591990324,0.6888859024324687,0.08681628813331542,0.05899744657976078,0.001209514850154549,8.063432334363661e-4,0.03883886574385163,0.1458137347130762,0,0.036104513064133016
12011010606,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,119900,633900,0.282,5850,1800,352700,302100,291.71,1445,305,3992,870,273,2,11,522,1360,44,194,2730,8127,0.1778023871047127,0.0375292235757352,0.4912021656207703,0.10705057216685124,0.03359173126614987,2.460932693490833e-4,0.0013535129814199582,0.06423034330011074,0.16734342315737666,0.01611721611721612,0.07106227106227106
12011010607,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,100300,516400,0.261,6480,1830,334600,294100,277.34,2728,769,6721,1694,519,1,15,852,2169,127,202,3629,10714,0.2546201232032854,0.07177524733992907,0.6273100616016427,0.15811088295687886,0.048441291767780476,9.333582228859437e-5,0.0014000373343289155,0.0795221205898824,0.20244539854396118,0.0349958666299256,0.05566271700192891
12011010609,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,116100,710300,0.26,4380,1730,345300,274800,243.56,982,241,2711,478,243,1,2,307,955,7,118,1911,4782,0.205353408615642,0.05039732329569218,0.5669176076955249,0.0999581764951903,0.05081555834378921,2.0911752404851526e-4,4.182350480970305e-4,0.06419907988289418,0.19970723546633207,0.003663003663003663,0.06174777603349032
12011010610,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,1,0,0,99700,551700,0.257,5510,1680,336500,271300,275.01,1790,843,5424,650,267,4,9,614,1837,57,226,2675,7688,0.23283038501560874,0.10965140478668055,0.7055150884495317,0.08454734651404787,0.03472944849115505,5.202913631633715e-4,0.0011706555671175858,0.07986472424557753,0.23894380853277836,0.02130841121495327,0.08448598130841121
12011010611,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,120500,545500,0.27,8000,2250,337900,371300,214.5,1255,242,3080,571,378,1,13,198,705,24,15,1237,3980,0.31532663316582915,0.06080402010050251,0.7738693467336684,0.14346733668341707,0.0949748743718593,2.512562814070352e-4,0.0032663316582914573,0.04974874371859297,0.1771356783919598,0.019401778496362168,0.012126111560226353
12011010612,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,121100,636000,0.268,6250,2030,347500,340400,208.05,1911,316,4563,630,650,3,4,342,1187,57,41,2049,6716,0.2845443716497915,0.04705181655747469,0.679422275163788,0.09380583680762358,0.09678379988088148,4.466944609886837e-4,5.955926146515784e-4,0.050923168552709945,0.17674210839785587,0.027818448023426062,0.02000976085895559
12011010701,Florida,Broward County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,66100,382300,0.289,5250,1240,266800,159200,237.48,1180,727,2613,2012,96,7,12,479,849,180,392,2194,6094,0.19363308171972432,0.11929766983918609,0.42878240892681324,0.33016081391532653,0.015753199868723335,0.0011486708237610766,0.001969149983590417,0.0786019035116508,0.13931736133902198,0.0820419325432999,0.17866909753874202
12011010702,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,10,1,0,0,47100,218100,0.258,8100,1260,246900,157400,264.11,2160,968,2339,4870,28,0,41,666,1328,100,554,2959,10592,0.2039274924471299,0.09138972809667674,0.22082703927492447,0.4597809667673716,0.0026435045317220545,0,0.003870845921450151,0.06287764350453172,0.12537764350453173,0.03379520108144644,0.18722541399121326
12011010800,Florida,Broward County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,1,64100,304800,0.332,7670,1110,284200,161500,439.42,1494,476,4067,1181,105,1,17,828,1785,86,661,2623,8953,0.166871439740869,0.053166536356528536,0.45426114151681,0.13191109125432815,0.011727912431587178,1.1169440411035407e-4,0.0018988048698760191,0.09248296660337317,0.19937451133698203,0.03278688524590164,0.25200152497140677
12011010901,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,488100,2066800,0.563,9660,2410,681000,813200,479.93,371,635,2220,26,74,0,2,27,172,47,35,1488,2543,0.14589068029885963,0.24970507274872197,0.8729846637829335,0.010224144710971293,0.02909948879276445,0,7.864726700747149e-4,0.01061738104600865,0.06763664962642549,0.031586021505376344,0.023521505376344086
12011010902,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,408900,1963600,0.577,8030,2130,604200,627400,457.54,394,777,2748,61,29,2,5,123,252,79,43,2064,3095,0.12730210016155089,0.2510500807754443,0.8878836833602585,0.019709208400646203,0.009369951534733441,6.462035541195477e-4,0.0016155088852988692,0.03974151857835218,0.08142164781906301,0.03827519379844961,0.020833333333333332
12011020101,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,6,1,0,0,81600,447100,0.252,4660,1330,318200,190000,500.05,1508,975,5163,1438,205,2,11,614,1765,88,443,3886,8133,0.18541743514078446,0.11988196237550719,0.6348210992253781,0.17681052502151728,0.02520595106356818,2.459117176933481e-4,0.0013525144473134146,0.07549489733185787,0.21701709086437967,0.022645393721049924,0.11399897066392177
12011020103,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,2,1,11,1,1,1,77300,442200,0.261,4800,1340,299100,186800,343.87,1137,685,3734,1308,223,3,19,426,1413,252,399,3058,5810,0.19569707401032702,0.11790017211703958,0.6426850258175559,0.22512908777969018,0.03838209982788296,5.163511187607573e-4,0.003270223752151463,0.07332185886402753,0.2432013769363167,0.08240680183126227,0.13047743623283192
12011020204,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,1,0,0,95500,509500,0.274,6130,1760,315300,261500,269.16,1052,1207,3903,1088,264,8,4,431,1131,311,236,3187,6230,0.16886035313001604,0.19373996789727127,0.6264847512038523,0.17463884430176566,0.04237560192616372,0.0012841091492776886,6.420545746388443e-4,0.06918138041733547,0.18154093097913324,0.09758393473486036,0.07405083150298086
12011020205,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,93500,550900,0.259,5020,1570,336700,245000,250.51,1444,831,3916,1612,485,3,12,438,1083,115,183,3255,6873,0.21009748290411756,0.12090790048013968,0.5697657500363742,0.23454095736941655,0.07056598283136913,4.3649061545176777e-4,0.001745962461807071,0.06372762985595809,0.15757311217808817,0.03533026113671275,0.05622119815668203
12011020206,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,80300,391300,0.314,7220,1400,299400,206500,429.61,1042,449,2779,909,173,2,23,425,1058,68,222,1858,4500,0.23155555555555554,0.09977777777777778,0.6175555555555555,0.202,0.03844444444444445,4.4444444444444447e-4,0.005111111111111111,0.09444444444444444,0.2351111111111111,0.03659849300322928,0.11948331539289558
12011020207,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,80200,415500,0.266,6380,1580,300700,228600,308.27,864,1895,3882,1271,179,0,10,306,1145,120,295,3525,6025,0.14340248962655602,0.3145228215767635,0.6443153526970954,0.21095435684647304,0.02970954356846473,0,0.0016597510373443983,0.050788381742738586,0.1900414937759336,0.03404255319148936,0.08368794326241134
12011020209,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,63600,306200,0.288,7510,1330,278600,183100,271.26,616,303,1512,601,96,8,52,265,761,256,159,1052,2512,0.24522292993630573,0.12062101910828026,0.6019108280254777,0.2392515923566879,0.03821656050955414,0.0031847133757961785,0.020700636942675158,0.10549363057324841,0.30294585987261147,0.24334600760456274,0.15114068441064638
12011020210,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,64500,312100,0.273,7530,1390,285500,198100,610.44,1270,1088,3998,1336,169,6,23,382,1197,71,295,2696,6525,0.19463601532567049,0.16674329501915708,0.6127203065134099,0.20475095785440614,0.02590038314176245,9.195402298850574e-4,0.003524904214559387,0.05854406130268199,0.18344827586206897,0.026335311572700297,0.10942136498516321
12011020211,Florida,Broward County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,69500,335200,0.249,7530,1550,305300,232900,323.6,348,784,1694,474,40,0,5,102,485,77,93,1339,2458,0.14157851912123678,0.31895850284784377,0.6891781936533767,0.19283970707892595,0.01627339300244101,0,0.0020341741253051262,0.04149715215622457,0.19731489015459724,0.05750560119492158,0.06945481702763256
12011020212,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,54800,287900,0.234,6470,1410,262800,182500,350.33,278,1400,2383,547,90,0,10,193,792,223,222,2179,3300,0.08424242424242424,0.42424242424242425,0.7221212121212122,0.16575757575757577,0.02727272727272727,0,0.0030303030303030303,0.05848484848484849,0.24,0.10234052317576871,0.10188159706287288
12011020302,Florida,Broward County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,3,1,0,0,93900,380100,0.307,10160,1870,309200,288700,305.17,1713,655,4301,1740,281,3,23,634,1916,232,342,3107,8097,0.21155983697665803,0.08089415833024577,0.5311843892799802,0.21489440533530937,0.034704211436334446,3.705075954057058e-4,0.0028405582314437448,0.07830060516240583,0.23663085093244413,0.07467009977470229,0.11007402639201802
12011020308,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,91200,420600,0.31,8080,1660,311100,251900,376.66,1698,313,2154,2352,151,0,9,744,1452,165,316,1630,6617,0.25661175759407584,0.047302402901617045,0.3255251624603295,0.3554480882575185,0.02282000906755327,0,0.001360132990781321,0.11243766057125586,0.21943478917938644,0.10122699386503067,0.19386503067484662
12011020309,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,91900,410400,0.26,8530,1920,332600,309200,304.46,1407,330,3906,949,293,6,9,359,1141,0,89,2116,6075,0.23160493827160494,0.05432098765432099,0.642962962962963,0.1562139917695473,0.04823045267489712,9.876543209876543e-4,0.0014814814814814814,0.059094650205761316,0.18781893004115227,0,0.04206049149338374
12011020311,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,98500,245300,0.369,24570,2340,302700,374800,546.64,856,370,2285,675,93,0,5,239,685,54,143,1186,3068,0.2790091264667536,0.12059973924380704,0.7447848761408083,0.22001303780964798,0.0303129074315515,0,0.0016297262059973925,0.07790091264667535,0.22327249022164278,0.045531197301854974,0.1205733558178752
12011020312,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,82500,359300,0.253,8520,1790,320300,277300,538.45,1403,330,3305,925,340,2,13,418,1219,11,134,1656,5530,0.25370705244122965,0.059674502712477394,0.5976491862567812,0.16726943942133815,0.06148282097649186,3.616636528028933e-4,0.0023508137432188066,0.0755877034358047,0.22043399638336347,0.006642512077294686,0.08091787439613526
12011020313,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,5,1,0,0,87000,281900,0.313,16190,2230,292500,335100,479.38,1778,487,3701,1599,235,6,27,577,1640,52,241,2358,6809,0.2611249816419445,0.07152298428550448,0.5435453076810104,0.23483624614480833,0.03451314436774857,8.811866647084741e-4,0.003965339991188133,0.08474078425613159,0.24085768835364957,0.02205258693808312,0.10220525869380831
12011020314,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,102400,532100,0.307,5820,1550,322500,231200,524.75,1244,779,3466,812,263,0,10,481,1497,312,453,1920,5289,0.2352051427491019,0.14728682170542637,0.6553223671771602,0.15352618642465493,0.04972584609567026,0,0.0018907165815844206,0.09094346757421062,0.28304027226318773,0.1625,0.2359375
12011020315,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,0,0,90300,368200,0.3,10270,1820,322800,289800,525.68,1256,508,3708,745,136,0,6,308,1135,62,145,1710,5276,0.23805913570887036,0.09628506444275967,0.7028051554207733,0.1412054586808188,0.02577710386656558,0,0.0011372251705837756,0.058377558756633814,0.2151250947687642,0.03625730994152047,0.0847953216374269
12011020316,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,6,1,0,0,91200,407700,0.301,8430,1650,328600,262700,602.44,1048,249,2853,663,204,2,8,399,1309,65,173,1627,4082,0.2567368936795688,0.06099951004409603,0.698922097011269,0.1624203821656051,0.04997550220480157,4.899559039686428e-4,0.0019598236158745713,0.09774620284174425,0.3206761391474767,0.03995082974800246,0.10633066994468347
12011020317,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,96800,360800,0.315,12310,2110,308300,323600,419.63,761,280,2335,453,88,8,2,182,801,36,93,1134,3524,0.2159477866061294,0.07945516458569807,0.6625993189557321,0.12854710556186152,0.024971623155505107,0.0022701475595913734,5.675368898978433e-4,0.051645856980703744,0.22729852440408627,0.031746031746031744,0.082010582010582
12011020318,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,112200,472500,0.27,9510,2460,328700,381700,212.34,2225,676,6587,1093,706,3,8,453,1793,68,63,3137,9590,0.23201251303441084,0.07049009384775808,0.6868613138686132,0.11397288842544318,0.07361835245046924,3.1282586027111576e-4,8.342022940563086e-4,0.04723670490093848,0.18696558915537018,0.021676761236850493,0.020082881734140898
12011020319,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,107400,429100,0.333,10630,1970,325900,314800,355.49,1544,510,4948,599,167,4,10,318,1350,14,179,2167,6146,0.25122030589000977,0.08298080052066385,0.8050764725024406,0.0974617637487797,0.027172144484217377,6.508298080052066e-4,0.0016270745200130166,0.05174096973641393,0.21965506020175724,0.006460544531610522,0.08260267651130596
12011020320,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,1,96200,358900,0.3,11950,2170,307600,328200,472.74,1181,369,3649,646,215,0,19,453,1408,46,182,2002,5704,0.20704768583450212,0.0646914446002805,0.639726507713885,0.1132538569424965,0.03769284712482469,0,0.0033309957924263674,0.0794179523141655,0.24684431977559607,0.022977022977022976,0.09090909090909091
12011020321,Florida,Broward County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94900,371200,0.284,11290,2170,317500,338900,277.79,437,108,1591,116,48,0,2,62,252,12,13,596,1967,0.22216573462125064,0.05490594814438231,0.8088459583121504,0.058973055414336555,0.02440264361972547,0,0.0010167768174885613,0.0315200813421454,0.12811387900355872,0.020134228187919462,0.02181208053691275
12011020322,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,104800,398300,0.317,11590,2210,309500,334800,389.95,771,270,2555,291,139,3,8,176,615,40,83,1118,3113,0.24767105685833601,0.08673305493093479,0.8207516864760681,0.09347895920334083,0.044651461612592355,9.637006103437199e-4,0.00256986829424992,0.05653710247349823,0.19755862512046257,0.03577817531305903,0.0742397137745975
12011020323,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,89400,400700,0.306,8210,1590,315600,246600,322.4,938,221,2332,714,211,2,19,374,1244,19,112,1474,4046,0.23183391003460208,0.0546218487394958,0.5763717251606525,0.17647058823529413,0.052150271873455264,4.943153732081067e-4,0.0046959960454770145,0.09243697478991597,0.3074641621354424,0.012890094979647219,0.07598371777476255
12011020324,Florida,Broward County,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,94700,379900,0.347,10680,1750,304900,268400,361.81,1330,705,3775,1341,198,6,7,539,1814,266,377,2708,6392,0.20807259073842302,0.11029411764705882,0.5905819774718398,0.20979349186483104,0.03097622027534418,9.386733416770963e-4,0.001095118898623279,0.08432415519399249,0.2837922403003755,0.0982274741506647,0.13921713441654357
12011020325,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,92600,378500,0.337,10270,1710,305800,264500,364.12,883,357,1999,806,129,5,11,285,798,50,147,1204,3119,0.2831035588329593,0.11445976274446938,0.640910548252645,0.2584161590253286,0.04135941006732927,0.0016030779095864058,0.003526771401090093,0.09137544084642514,0.25585123436999035,0.04152823920265781,0.12209302325581395
12011020326,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,95600,423800,0.315,8620,1640,329500,266500,364.3,1812,277,2651,2174,237,5,34,612,1412,40,473,1851,7042,0.257313263277478,0.0393354160749787,0.3764555523998864,0.30871911388809997,0.033655211587617154,7.100255609201931e-4,0.004828173814257313,0.08690712865663164,0.20051121840386255,0.021609940572663425,0.255537547271745
12011020404,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3,1,0,0,57800,307400,0.232,5840,1400,266000,177400,387.22,2410,658,2202,5092,389,10,30,632,1412,73,598,2506,8574,0.28108234196407744,0.07674364357359459,0.2568229531140658,0.5938885001166316,0.04536972241660835,0.001166316771635176,0.0034989503149055285,0.07371121996734313,0.16468392815488686,0.029130087789305665,0.2386272944932163
12011020405,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,65500,357900,0.291,5120,1130,268000,144700,368.79,1563,284,2510,1655,153,6,14,828,2522,30,395,1495,5119,0.3053330728657941,0.05547958585661262,0.49033014260597774,0.3233053330728658,0.029888650126977924,0.001172103926548154,0.0027349091619456923,0.16175034186364523,0.49267435045907404,0.020066889632107024,0.26421404682274247
12011020406,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,62600,324100,0.268,6380,1370,265300,177300,375.1,1555,1183,4715,1629,178,1,19,700,2298,138,211,2753,7218,0.21543363812690497,0.16389581601551675,0.6532280410085897,0.2256857855361596,0.024660570795234135,1.3854253255749516e-4,0.002632308118592408,0.09697977279024661,0.3183707398171239,0.05012713403559753,0.07664366146022521
12011020407,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,62900,341600,0.259,5890,1270,288700,178100,472.08,2099,403,2390,3727,208,2,27,752,1617,72,446,2189,7971,0.2633295696901267,0.0505582737423159,0.29983690879437963,0.46756994103625643,0.026094592899259816,2.509095471082675e-4,0.003387278885961611,0.09434198971270857,0.20286036883703426,0.0328917313841937,0.20374600274097762
12011020411,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,91400,438700,0.263,6640,1820,303500,254300,241.29,1089,1563,4509,1105,155,1,9,462,1420,83,169,2683,6588,0.16530054644808742,0.2372495446265938,0.6844262295081968,0.1677292046144505,0.02352762598664238,1.5179113539769278e-4,0.001366120218579235,0.07012750455373407,0.21554341226472373,0.030935519940365263,0.06298919120387626
12011020413,Florida,Broward County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60800,351100,0.236,4840,1300,272600,165200,326.58,2153,355,1948,4800,223,1,10,640,1369,67,460,2842,7569,0.2844497291584093,0.046901836438102786,0.25736557008851896,0.6341656757827983,0.029462280354075835,1.321178491214163e-4,0.001321178491214163,0.08455542343770643,0.18086933544721892,0.023574947220267418,0.16185784658691063
12011020414,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3,1,0,0,76800,380200,0.295,7140,1450,296300,211400,281.16,806,1164,3135,748,110,3,7,285,1048,285,99,2417,5042,0.1598571995239984,0.23086076953589846,0.621777072590242,0.14835382784609283,0.0218167393891313,5.950019833399445e-4,0.001388337961126537,0.056525188417294724,0.20785402618008728,0.11791477037649979,0.04095986760446835
12011020501,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,59100,267000,0.257,8310,1430,275700,197700,409.44,1340,462,2236,2017,260,1,16,556,1497,57,307,1772,5810,0.2306368330464716,0.07951807228915662,0.3848537005163511,0.34716006884681583,0.04475043029259897,1.7211703958691912e-4,0.002753872633390706,0.09569707401032702,0.2576592082616179,0.03216704288939052,0.17325056433408578
12011020502,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,1,0,0,63800,306300,0.249,7060,1480,280000,199600,386.6,1848,523,2524,3441,220,4,20,609,1359,113,691,3340,7425,0.24888888888888888,0.07043771043771044,0.3399326599326599,0.4634343434343434,0.02962962962962963,5.387205387205387e-4,0.0026936026936026937,0.08202020202020202,0.18303030303030304,0.033832335329341316,0.20688622754491018
12011030100,Florida,Broward County,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,405400,1722600,0.529,9900,2370,602500,739200,821.47,762,753,3769,80,53,1,15,86,279,77,28,2292,4295,0.17741559953434227,0.17532013969732246,0.8775320139697322,0.018626309662398137,0.012339930151338767,2.3282887077997672e-4,0.0034924330616996507,0.020023282887077998,0.06495925494761351,0.033595113438045374,0.012216404886561954
12011030201,Florida,Broward County,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,69800,360800,0.31,6600,1140,307200,176500,365.47,826,441,2448,898,54,1,4,433,1025,140,404,1558,4217,0.19587384396490395,0.10457671330329618,0.5805074697652359,0.2129475930756462,0.012805311833056676,2.3713540431586437e-4,9.485416172634575e-4,0.10267963006876926,0.24306378942376097,0.08985879332477535,0.2593068035943517
12011030203,Florida,Broward County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,71400,376000,0.321,6350,1070,316700,171000,478.64,918,343,3022,552,60,1,16,407,1119,110,337,1591,4623,0.19857235561323816,0.07419424616050184,0.6536880813324681,0.11940298507462686,0.012978585334198572,2.1630975556997622e-4,0.0034609560891196195,0.08803807051698032,0.24205061648280338,0.06913890634820867,0.2118164676304211
12011030302,Florida,Broward County,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,1,0,0,49000,265000,0.228,5850,1230,262600,156300,383.98,1710,1229,2361,4207,59,9,15,483,1120,84,727,2692,7685,0.2225113858165257,0.15992192582953807,0.30722186076772934,0.5474300585556279,0.0076772934287573195,0.0011711125569290827,0.001951854261548471,0.06284970722186077,0.1457384515289525,0.031203566121842496,0.2700594353640416
12011030702,Florida,Broward County,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,89500,360400,0.33,10120,1600,317700,253900,373.28,698,296,2463,430,64,0,6,144,464,9,74,1293,3299,0.21157926644437708,0.08972415883601091,0.7465898757199151,0.13034252803879964,0.019399818126705062,0,0.0018187329493785996,0.04364959078508639,0.1406486814186117,0.0069605568445475635,0.05723124516627997
